course-code,learning-outcomes-id,learning-outcomes
COMP2100,5,"Use, implement, and evaluate more advanced data structures and associated algorithms; discuss factors other than computational efficiency for evaluating software; create, implement, debug, and evaluate algorithms for solving problems, including recursively, using divide-and-conquer, and via decomposition; implement an abstract data type; analyse design and implementation alternatives"
COMP2100,6,"Apply basic algorithmic analysis to simple algorithms; use big-O notation formally, upper lower, and expected case bounds; use and solve recurrence relations; use appropriate algorithmic approaches to solve problems (brute-force, greedy, divide-and-conquer, recursive backtracking, heuristic, dynamic programming, branch-and-bound)"
COMP2100,7,Explain how system components contribute to performance; understand Amdahl’s law and its limitations; design and conduct performance experiments; use software tools to profile and measure program performance
COMP2100,8,"Understand, apply, and analyse state and state machines in expressing computations"
COMP2100,9,Understand fundamental concepts of GUIs and user interfaces; understand the basics of modeling and simulation
COMP2100,10,"Contrast the concepts of copyright, patenting, and trademarks as mechanisms for protecting intellectual property, within the legal context for these mechanisms;  understand, analyse, and evaluate ethical/social tradeoffs in technical decisions, evaluating stakeholder positions"
COMP2120,1,Apply modern requirements gathering and software design techniques in the context of a realistic software engineering process.
COMP2120,2,Evaluate other people's code contributions using modern formal code inspection approaches.
COMP2120,3,Apply correctly techniques for ensuring and assessing the quality of software.
COMP2120,4,Competently analyse a modern large-scale software project with continuous integration.
COMP2120,5,Work co-operatively in a team to solve a software engineering problem.
COMP2300,1,Describe the foundational concepts of computer systems.
COMP2300,2,"Explain the relationship between high-level languages and assembly languages, including function calls and basic control structures."
COMP2300,3,"Design, construct and analyse programs in assembly language."
COMP2300,4,Evaluate computer systems at abstraction levels from software to individual digital circuits and account for the implications of machine-level choices.
COMP2310,1,"Model, design and program concurrent systems."
COMP2310,2,"Select appropriate modeling techniques, tools and mechanisms to solve a range of problems in concurrent and distributed systems. This includes the appropriate programming language and runtime environment for the task at hand."
COMP2310,3,Analyse and debug concurrent programs.
COMP2310,4,"Understand the aspects of an operating system concerning scheduling, protection and memory management."
COMP2310,5,Employ message passing locally and over networks to construct distributed systems
COMP2310,6,Distinguish as well as connect conceptual concurrency with physical parallelism at all levels of a distributed system.
COMP2310,7,Identify core aspects of operating systems and networks irrespective of the specific system at hand.
COMP2400,1,Describe the basic concepts of the relational model and understand its mathematical foundation;
COMP2400,2,"Use the SQL language to define, query and manipulate a relational database;"
COMP2400,3,Apply conceptual database modelling methods such as entity-relationship model to design a relational database;
COMP2400,4,Apply database design methods on functional dependencies and normal forms to evaluate the quality of a relational database design;
COMP2400,5,"Understand query processing and optimization, transaction and security management in a relational database management system."
COMP2400,6,"Understand the state of the art of database management systems, and big data management challenges (Amazon's Dynamo, Google's BigTable, MongoDB and MapReduce)."
COMP2410,1,"Discuss how network applications and their components work in real-life socio-economic, ethical, and legal contexts and evaluate their risks."
COMP2410,2,"Analyse the role of network standards, protocols, and layered models."
